0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.24,0.00,0.01,0.68,0.01,0.06,0.01
0.03,0.00,0.01,0.23,0.65,0.00,0.08
0.01,0.00,0.02,0.08,0.66,0.00,0.24
0.67,0.00,0.05,0.24,0.02,0.00,0.01
0.00,0.01,0.00,0.03,0.22,0.08,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.23,0.00,0.02,0.67,0.01,0.00,0.07
0.66,0.02,0.00,0.07,0.24,0.00,0.01
0.00,0.01,0.00,0.03,0.08,0.22,0.66
0.66,0.00,0.01,0.24,0.03,0.00,0.06
0.00,0.07,0.66,0.00,0.23,0.02,0.01
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.24,0.00,0.06,0.67,0.01,0.00,0.02
0.08,0.00,0.02,0.66,0.01,0.00,0.23
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.00,0.24,0.02,0.08,0.65
0.24,0.00,0.07,0.66,0.01,0.00,0.02
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.02,0.00,0.01,0.24,0.08,0.00,0.65
0.00,0.31,0.00,0.04,0.33,0.01,0.31
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.00,0.01,0.00,0.02,0.08,0.65,0.24
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.66,0.00,0.07,0.24,0.01,0.00,0.02
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.00,0.01,0.00,0.02,0.08,0.65,0.23
0.00,0.03,0.00,0.03,0.03,0.67,0.23
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.00,0.08,0.00,0.24,0.02,0.65,0.01
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.01,0.23,0.08,0.00,0.67
0.00,0.00,0.01,0.24,0.06,0.67,0.02
0.00,0.08,0.66,0.00,0.23,0.02,0.01
0.67,0.01,0.00,0.24,0.06,0.00,0.02
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.09,0.00,0.01,0.09,0.72,0.00,0.09
0.00,0.01,0.09,0.10,0.07,0.73,0.00
0.00,0.00,0.01,0.23,0.07,0.02,0.67
0.00,0.07,0.67,0.00,0.24,0.01,0.01
0.00,0.07,0.00,0.02,0.24,0.01,0.65
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.66,0.00,0.01,0.09,0.22,0.00,0.02
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.08,0.00,0.03,0.65,0.01,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.00,0.66,0.00,0.01,0.02,0.24,0.06
0.00,0.66,0.00,0.01,0.02,0.24,0.07
0.23,0.00,0.02,0.65,0.01,0.00,0.08
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.02,0.00,0.01,0.24,0.08,0.00,0.65
0.24,0.00,0.08,0.65,0.01,0.00,0.02
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.00,0.00,0.00,0.23,0.08,0.02,0.67
0.01,0.07,0.66,0.02,0.23,0.00,0.00
0.24,0.00,0.02,0.65,0.01,0.00,0.07
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.00,0.08,0.66,0.00,0.23,0.02,0.01
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.23,0.00,0.02,0.67,0.01,0.00,0.08
0.01,0.00,0.02,0.24,0.07,0.00,0.66
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.24,0.00,0.65
0.00,0.02,0.00,0.01,0.07,0.67,0.22
0.00,0.00,0.01,0.02,0.08,0.65,0.23
0.02,0.01,0.00,0.24,0.06,0.00,0.67
0.23,0.00,0.09,0.65,0.01,0.00,0.02
0.67,0.00,0.02,0.24,0.01,0.00,0.05
0.23,0.00,0.03,0.66,0.01,0.00,0.08
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.00,0.66,0.00,0.01,0.03,0.24,0.06
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.68,0.00,0.02,0.25,0.03,0.00,0.02
0.08,0.00,0.02,0.66,0.01,0.00,0.23
0.23,0.00,0.02,0.66,0.01,0.00,0.08
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.00,0.23,0.00,0.03,0.02,0.69,0.02
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.23,0.00,0.02,0.66,0.01,0.00,0.08
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.00,0.01,0.00,0.03,0.06,0.67,0.23
0.66,0.02,0.00,0.08,0.23,0.00,0.01
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.00,0.08,0.64,0.01,0.03,0.24,0.00
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.24,0.00,0.08,0.66,0.01,0.00,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.67,0.00,0.02,0.24,0.01,0.00,0.06
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.00,0.07,0.00,0.01,0.02,0.66,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.05,0.00,0.02,0.25,0.01,0.00,0.67
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.24,0.00,0.07,0.66,0.01,0.00,0.02
0.01,0.00,0.07,0.24,0.03,0.00,0.65
0.00,0.23,0.08,0.02,0.65,0.01,0.00
0.24,0.00,0.06,0.67,0.01,0.00,0.02
0.00,0.07,0.00,0.01,0.03,0.66,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.01,0.00,0.02,0.23,0.08,0.00,0.66
0.00,0.08,0.66,0.00,0.23,0.02,0.01
0.00,0.01,0.00,0.02,0.08,0.65,0.24
0.02,0.00,0.01,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.01,0.00,0.02,0.23,0.08,0.00,0.66
0.00,0.08,0.66,0.00,0.23,0.02,0.00
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.01,0.00,0.02,0.08,0.23,0.00,0.66
0.00,0.01,0.00,0.08,0.24,0.01,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.00,0.08,0.64,0.01,0.03,0.24,0.00
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.66,0.00,0.01,0.08,0.22,0.00,0.02
0.66,0.02,0.00,0.08,0.23,0.00,0.01
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.00,0.00,0.01,0.03,0.08,0.23,0.65
0.65,0.01,0.00,0.08,0.23,0.00,0.02
0.24,0.00,0.08,0.65,0.01,0.00,0.02
0.00,0.66,0.00,0.01,0.23,0.08,0.02
0.00,0.24,0.00,0.01,0.07,0.66,0.02
0.02,0.00,0.00,0.23,0.08,0.00,0.66
0.01,0.00,0.08,0.64,0.03,0.00,0.24
0.00,0.00,0.03,0.67,0.01,0.21,0.08
0.02,0.00,0.01,0.23,0.08,0.00,0.65
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.67,0.01,0.00,0.06,0.24,0.00,0.02
0.02,0.00,0.01,0.65,0.08,0.00,0.24
0.02,0.00,0.00,0.23,0.08,0.00,0.66
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.00,0.23,0.00,0.01,0.09,0.64,0.03
0.03,0.00,0.23,0.65,0.01,0.00,0.08
0.00,0.01,0.00,0.02,0.08,0.65,0.23
0.65,0.00,0.08,0.24,0.02,0.00,0.01
0.06,0.00,0.23,0.68,0.01,0.00,0.02
0.02,0.00,0.00,0.25,0.05,0.00,0.67
0.00,0.01,0.00,0.03,0.08,0.23,0.65
0.66,0.06,0.00,0.03,0.23,0.00,0.01
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.23,0.00,0.02,0.66,0.01,0.00,0.08
0.23,0.00,0.08,0.66,0.01,0.00,0.02
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.67,0.00,0.02,0.24,0.01,0.00,0.06
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.24,0.00,0.08,0.66,0.01,0.00,0.02
0.00,0.01,0.00,0.02,0.08,0.66,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.00,0.00,0.03,0.66,0.01,0.24,0.07
0.00,0.01,0.15,0.47,0.06,0.14,0.17
0.66,0.02,0.00,0.08,0.23,0.00,0.01
0.01,0.00,0.02,0.23,0.08,0.00,0.65
0.00,0.08,0.66,0.01,0.23,0.02,0.00
0.00,0.66,0.00,0.01,0.08,0.23,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.00,0.65,0.00,0.01,0.25,0.06,0.03
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.24,0.00,0.65
0.02,0.01,0.00,0.24,0.07,0.00,0.66
0.00,0.24,0.00,0.03,0.02,0.69,0.02
0.00,0.66,0.00,0.01,0.03,0.24,0.06
0.66,0.00,0.01,0.24,0.02,0.00,0.06
0.24,0.00,0.02,0.67,0.01,0.00,0.06
0.01,0.01,0.00,0.23,0.08,0.01,0.67
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.67,0.06,0.00,0.02,0.24,0.00,0.01
0.00,0.01,0.00,0.23,0.02,0.08,0.65
0.08,0.00,0.03,0.65,0.01,0.00,0.23
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.68,0.00,0.02,0.25,0.02,0.00,0.02
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.01,0.00,0.02,0.09,0.23,0.00,0.66
0.64,0.00,0.01,0.08,0.24,0.00,0.02
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.00,0.66,0.00,0.01,0.08,0.23,0.02
0.01,0.00,0.02,0.09,0.23,0.00,0.66
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.02,0.07,0.66,0.00,0.24
0.01,0.00,0.02,0.24,0.08,0.00,0.65
0.00,0.01,0.00,0.24,0.02,0.08,0.65
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.01,0.00,0.02,0.08,0.23,0.00,0.65
0.02,0.00,0.01,0.24,0.06,0.00,0.66
0.00,0.01,0.03,0.01,0.03,0.71,0.21
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.01,0.00,0.03,0.07,0.66,0.24
0.00,0.00,0.65,0.08,0.23,0.02,0.01
0.00,0.66,0.00,0.01,0.25,0.06,0.03
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.00,0.00,0.01,0.09,0.07,0.74,0.09
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.00,0.00,0.02,0.66,0.01,0.22,0.08
0.01,0.00,0.00,0.23,0.02,0.07,0.66
0.03,0.01,0.00,0.64,0.09,0.00,0.23
0.01,0.00,0.00,0.24,0.02,0.06,0.67
0.00,0.01,0.00,0.08,0.02,0.23,0.65
0.02,0.00,0.01,0.23,0.08,0.00,0.65
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.23,0.00,0.02,0.66,0.01,0.00,0.08
0.08,0.00,0.23,0.65,0.02,0.00,0.01
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.67,0.01,0.00,0.06,0.24,0.00,0.02
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.01,0.00,0.01,0.23,0.08,0.00,0.67
0.01,0.00,0.02,0.08,0.23,0.00,0.66
0.00,0.23,0.65,0.00,0.08,0.02,0.01
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.65,0.00,0.02,0.24,0.01,0.00,0.08
0.01,0.08,0.66,0.03,0.23,0.00,0.00
0.00,0.08,0.66,0.00,0.23,0.02,0.01
0.01,0.01,0.01,0.07,0.67,0.00,0.24
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.66,0.00,0.01,0.03,0.24,0.06
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.66,0.00,0.01,0.24,0.08,0.00,0.02
0.00,0.23,0.64,0.00,0.08,0.03,0.01
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.09,0.00,0.23,0.65,0.02,0.00,0.00
0.66,0.02,0.00,0.08,0.23,0.00,0.01
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.66,0.00,0.07,0.24,0.03,0.00,0.01
0.23,0.00,0.03,0.66,0.01,0.00,0.07
0.01,0.08,0.66,0.02,0.23,0.00,0.00
0.23,0.00,0.08,0.65,0.01,0.00,0.03
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.02,0.08,0.23,0.00,0.65
0.00,0.00,0.08,0.65,0.01,0.23,0.02
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.00,0.64,0.00,0.01,0.08,0.23,0.03
0.01,0.00,0.02,0.08,0.23,0.00,0.65
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.00,0.66,0.00,0.01,0.08,0.23,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.08,0.00,0.03,0.65,0.01,0.00,0.23
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.00,0.00,0.00,0.02,0.08,0.66,0.23
0.01,0.00,0.02,0.23,0.08,0.00,0.65
0.24,0.00,0.01,0.65,0.08,0.00,0.02
0.01,0.00,0.02,0.09,0.23,0.00,0.66
0.01,0.00,0.02,0.23,0.08,0.00,0.66
0.00,0.01,0.00,0.02,0.08,0.24,0.65
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.06,0.67,0.01,0.23,0.02,0.00
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.23,0.00,0.66
0.00,0.03,0.65,0.00,0.23,0.08,0.01
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.01,0.00,0.02,0.23,0.08,0.00,0.66
0.00,0.00,0.00,0.02,0.08,0.66,0.23
0.67,0.01,0.00,0.06,0.24,0.00,0.02
0.65,0.00,0.01,0.23,0.08,0.00,0.02
0.23,0.01,0.00,0.08,0.65,0.00,0.03
0.01,0.00,0.01,0.24,0.08,0.00,0.66
0.00,0.25,0.63,0.01,0.03,0.09,0.00
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.24,0.00,0.07,0.66,0.01,0.00,0.02
0.02,0.00,0.00,0.24,0.06,0.00,0.67
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.00,0.23,0.00,0.01,0.02,0.65,0.08
0.00,0.01,0.00,0.08,0.03,0.22,0.65
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.66,0.01,0.00,0.09,0.23,0.00,0.02
0.00,0.07,0.67,0.01,0.23,0.02,0.00
0.01,0.01,0.00,0.23,0.08,0.00,0.67
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.02,0.08,0.23,0.00,0.65
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.00,0.23,0.65,0.00,0.08,0.03,0.01
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.66,0.02,0.00,0.08,0.23,0.00,0.01
0.01,0.07,0.66,0.02,0.23,0.00,0.00
0.02,0.00,0.01,0.24,0.08,0.00,0.65
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.08,0.00,0.03,0.66,0.01,0.00,0.22
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.01,0.00,0.02,0.08,0.65,0.24
0.01,0.00,0.03,0.23,0.09,0.00,0.64
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.00,0.00,0.02,0.08,0.66,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.66,0.00,0.01,0.23,0.08,0.00,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.06,0.68,0.00,0.24,0.01,0.00
0.02,0.00,0.00,0.24,0.06,0.01,0.67
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.67,0.01,0.00,0.07,0.24,0.00,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.08,0.66,0.00,0.23,0.02,0.01
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.24,0.00,0.02,0.69,0.02,0.00,0.02
0.00,0.00,0.01,0.24,0.03,0.08,0.64
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.01,0.00,0.02,0.08,0.23,0.00,0.66
0.00,0.01,0.65,0.03,0.08,0.23,0.00
0.01,0.00,0.02,0.23,0.08,0.00,0.66
0.00,0.01,0.00,0.03,0.08,0.65,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.08,0.66,0.01,0.23,0.02,0.00
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.23,0.00,0.08,0.65,0.01,0.00,0.02
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.02,0.00,0.00,0.24,0.07,0.00,0.67
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.01,0.00,0.08,0.64,0.03,0.00,0.23
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.00,0.01,0.00,0.08,0.23,0.02,0.66
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.67,0.01,0.00,0.07,0.24,0.00,0.02
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.00,0.08,0.64,0.00,0.03,0.24,0.01
0.00,0.23,0.00,0.01,0.03,0.66,0.08
0.00,0.08,0.66,0.01,0.23,0.02,0.00
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.22,0.00,0.01,0.03,0.65,0.09
0.00,0.01,0.00,0.02,0.08,0.66,0.23
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.00,0.00,0.00,0.02,0.08,0.66,0.23
0.65,0.01,0.00,0.09,0.23,0.00,0.02
0.01,0.00,0.00,0.24,0.07,0.02,0.66
0.01,0.00,0.02,0.08,0.65,0.00,0.24
0.00,0.00,0.00,0.03,0.07,0.66,0.23
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.00,0.01,0.00,0.02,0.08,0.65,0.23
0.01,0.00,0.02,0.08,0.23,0.00,0.66
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.09,0.23,0.00,0.66
0.01,0.00,0.00,0.23,0.03,0.08,0.65
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.23,0.07,0.00,0.66
0.00,0.65,0.00,0.01,0.23,0.08,0.02
0.24,0.00,0.02,0.69,0.02,0.00,0.02
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.02,0.00,0.00,0.24,0.07,0.01,0.67
0.01,0.00,0.02,0.23,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.66,0.08,0.00,0.02,0.23,0.00,0.00
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.08,0.00,0.02,0.67,0.01,0.00,0.23
0.00,0.23,0.66,0.01,0.08,0.02,0.00
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.08,0.66,0.00,0.23,0.02,0.01
0.02,0.01,0.00,0.22,0.66,0.00,0.08
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.23,0.00,0.02,0.67,0.01,0.00,0.06
0.06,0.00,0.02,0.67,0.01,0.00,0.24
0.23,0.00,0.08,0.65,0.01,0.00,0.02
0.00,0.00,0.00,0.23,0.08,0.02,0.67
0.08,0.00,0.02,0.66,0.01,0.00,0.23
0.00,0.23,0.00,0.01,0.03,0.65,0.08
0.32,0.00,0.32,0.32,0.01,0.00,0.03
0.01,0.00,0.01,0.23,0.08,0.00,0.67
0.06,0.00,0.02,0.67,0.01,0.00,0.23
0.00,0.00,0.00,0.02,0.23,0.65,0.08
0.01,0.24,0.00,0.03,0.06,0.66,0.00
0.24,0.00,0.02,0.67,0.01,0.00,0.06
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.66,0.01,0.00,0.08,0.23,0.00,0.02
0.02,0.00,0.00,0.24,0.06,0.00,0.67
0.01,0.00,0.02,0.08,0.23,0.00,0.65
0.02,0.00,0.00,0.24,0.07,0.00,0.66
0.00,0.00,0.01,0.24,0.02,0.08,0.65
0.23,0.00,0.02,0.66,0.01,0.00,0.07
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.00,0.01,0.00,0.02,0.08,0.65,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.03,0.08,0.65,0.00,0.23
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.00,0.02,0.00,0.01,0.23,0.65,0.09
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.23,0.08,0.00,0.66
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.00,0.23,0.08,0.02,0.66
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.68,0.00,0.20,0.08
0.02,0.00,0.01,0.08,0.65,0.00,0.24
0.00,0.00,0.01,0.23,0.07,0.02,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.67,0.00,0.06,0.24,0.02,0.00,0.01
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.65,0.00,0.01,0.23,0.08,0.00,0.02
0.01,0.00,0.02,0.08,0.23,0.00,0.65
0.00,0.00,0.00,0.02,0.08,0.66,0.23
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.00,0.01,0.00,0.02,0.08,0.65,0.24
0.23,0.01,0.00,0.08,0.65,0.00,0.02
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.67,0.01,0.00,0.07,0.24,0.00,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.00,0.08,0.66,0.01,0.23,0.02,0.00
0.66,0.01,0.00,0.07,0.24,0.00,0.02
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.01,0.00,0.02,0.08,0.23,0.00,0.66
0.24,0.00,0.07,0.66,0.01,0.00,0.02
0.00,0.01,0.00,0.03,0.07,0.24,0.65
0.01,0.00,0.02,0.08,0.23,0.00,0.65
0.00,0.65,0.00,0.01,0.24,0.08,0.03
0.00,0.00,0.00,0.03,0.08,0.23,0.65
0.01,0.00,0.02,0.09,0.65,0.00,0.24
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.02,0.00,0.01,0.23,0.08,0.00,0.66
0.02,0.00,0.01,0.24,0.06,0.00,0.67
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.23,0.00,0.08,0.66,0.01,0.00,0.02
0.00,0.07,0.00,0.02,0.66,0.01,0.23
0.66,0.00,0.01,0.23,0.08,0.00,0.02
0.00,0.66,0.00,0.01,0.08,0.23,0.02
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.00,0.01,0.00,0.02,0.08,0.65,0.23
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.02,0.00,0.01,0.24,0.07,0.00,0.66
0.00,0.66,0.00,0.01,0.03,0.24,0.06
0.18,0.01,0.00,0.70,0.02,0.00,0.09
0.01,0.00,0.02,0.08,0.65,0.00,0.23
0.02,0.00,0.01,0.24,0.08,0.00,0.66
0.01,0.00,0.02,0.08,0.66,0.00,0.24
0.01,0.00,0.02,0.08,0.66,0.00,0.23
0.00,0.24,0.00,0.01,0.02,0.65,0.08
0.66,0.02,0.00,0.07,0.23,0.00,0.01
0.67,0.01,0.00,0.06,0.24,0.00,0.02
0.66,0.01,0.00,0.08,0.22,0.00,0.02
0.66,0.02,0.00,0.07,0.23,0.00,0.01
0.02,0.02,0.76,0.10,0.09,0.00,0.00
0.00,0.06,0.68,0.01,0.24,0.02,0.00
0.00,0.09,0.00,0.03,0.09,0.76,0.02
0.00,0.01,0.00,0.02,0.08,0.66,0.23
0.24,0.00,0.08,0.65,0.01,0.00,0.02
